"","species_code","scientific_name","common_name"
"2015",1158,"Maldane sarsi","Maldane sarsi"
"2016",1159,"Benthosema glaciale","Benthosema glaciale"
"2017",1160,"Liparis fabricii","Liparis fabricii"
"2018",1161,"Chaetognatha","Chaetognath unid."
"2019",1162,"Gattyana cirrhosa","Gattyana cirrhosa"
"2020",1163,"Sternapsis fossor","Sternapsis fossor"
"2021",1164,"Spiochaetopterus sp.","Spiochaetopterus sp."
"2022",1165,"Aulacofusus brevicauda","Aulacofusus brevicauda"
"2023",1166,"Mohnia sp.","Mohnia sp."
"2024",1167,"Ophiocten sericeum","Ophiocten sericeum"
"2025",1168,"Echiurus Echiurus","Echiurus Echiurus"
"2026",1169,"Bivalve eggs","Clam egg jelly"
"2027",1170,"Amphiodia craterodmeta","Amphiodia craterodmeta"
"2028",1171,"Saduria sabini","Saduria sabini"
"2029",1172,"Oenopota impressa","Oenopota impressa"
"2030",1173,"Propbela nobilis","Propebela nobilis"
"2031",1174,"Harmothoe imbricata","Harmothoe imbricata"
"2032",1175,"Maldane sarsi","Maldane sarsi"
"2033",1176,"Eucrateidae","Eucrateidae"
"2034",1177,"Bugulidae","Bugulidae"
"2035",1178,"Curtitoma novajasemljensis","Curtitoma novajasemljensis"
"2036",1179,"Lafoeidae","Lafoeidae"
"2037",1180,"Celleporidae","Celleporidae"
"2038",1181,"Ampelisca birulai","Ampelisca birulai"
"2039",1182,"Haploops sp.","Haploops sp."
"2040",1183,"Aruga sp.","Aruga sp."
"2041",1184,"Acanthonotozoma sp.","Acanthonotozoma sp."
"2042",1185,"Lysianassoidae","Lysianassoidae"
"2043",1186,"Nephtys sp.","Nephtys sp."
"2044",1187,"Obesotoma japonica","Obesotoma japonica"
"2045",1188,"Colus togatus","Colus togatus"
"2046",1189,"Boreotrophon cepula","Boreotrophon cepula"
"2047",1190,"Granotoma albrechti","Granotoma albrechti"
"2048",1191,"Arcteobia anticostiensis","Arcteobia anticostiensis"
"2049",1192,"Nymphon sp.","Nymphon sp."
"2050",1193,"Stegocephalidae","Stegocephalidae"
"2051",1194,"Margarites groenlandicus umbilicalis","Margarites groenlandicus umbilicalis"
"2052",1195,"Colus jeffreysianus","Colus jeffreysianus"
"2053",1196,"Melaenis loveni","Melaenis loveni"
"2054",1197,"Anisogammarus macginitiei","Anisogammarus macginitei"
"2055",1198,"Calycidoris geuntheri","Calycidoris geuntheri"
"2056",1199,"Pardalisca cuspidata","Pardalisca cuspidata"
"2057",1200,"Syrroe crenulata","Syrroe crenulata"
"2058",1201,"Propebela sp.","Propebela sp."
"2059",40519,"Staurostoma mertensii","whitecross jelly"
"2060",50050,"Ampharetidae","Ampharetidae"
"2061",60146,"Themisto libellula","Themisto libellula"
"2062",62021,"Synidotea sp.","Synidotea sp."
"2063",65207,"Balanus crenatus","Balanus crenatus"
"2064",66166,"Spirontocaris spinus","Spirontocaris spinus"
"2065",66169,"Spirontocaris intermedia","Spirontocaris intermedia"
"2066",75246,"Macoma moesta","Macoma moesta"
"2067",94001,"Golfingia margaritacea","Golfingia margaritacea"
